,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
164,165,Chad,"4,897",,173 ,,"4,677",,47,,291,10,"116,416","6,917","16,831,306 ",Africa,"3,437","97,291",145,,,3
165,166,Saint Lucia,"4,788",,75 ,,"4,511",,202,2,"25,972",407,"42,879","232,589","184,355 ",North America,39,"2,458",4,,,"1,096"
166,167,Gibraltar,"4,286",,94 ,,"4,189",,3,,"127,249","2,791","242,473","7,198,890","33,682 ",Europe,8,358,0,,,89
167,168,Burundi,"4,282",,6 ,,773,,"3,503",,351,0.5,"279,132","22,889","12,195,292 ",Africa,"2,848","2,032,549",44,,,287
168,169,Timor-Leste,"4,279",+161,8 ,,"2,267",+121,"2,004",,"3,193",6,"84,840","63,308","1,340,122 ",Asia,313,"167,515",16,120,,"1,495"
169,170,Sierra Leone,"4,103",,79 ,,"3,101",,923,,505,10,"153,257","18,881","8,116,948 ",Africa,"1,978","102,746",53,,,114
170,171,Channel Islands,"4,057",,86 ,,"3,956",,15,,"23,150",491,"454,413","2,592,927","175,251 ",Europe,43,"2,038",0,,,86
171,172,Barbados,"3,961",,46 ,,"3,900",,15,,"13,769",160,"161,835","562,552","287,680 ",North America,73,"6,254",2,,,52
172,173,Comoros,"3,860",,146 ,,"3,688",,26,,"4,359",165,,,"885,578 ",Africa,229,"6,066",,,,29
173,174,Vietnam,"3,854",+38,36 ,+1,"2,657",,"1,161",,39,0.4,"3,091,540","31,515","98,097,196 ",Asia,"25,453","2,724,922",32,0.4,0.01,12
174,175,Eritrea,"3,822",,12 ,,"3,639",,171,,"1,065",3,"23,693","6,602","3,588,868 ",Africa,939,"299,072",151,,,48
175,176,Guinea-Bissau,"3,745",,67 ,,"3,427",,251,9,"1,865",33,"65,454","32,595","2,008,086 ",Africa,536,"29,971",31,,,125
176,177,Liechtenstein,"2,984",+3,58 ,,"2,887",,39,3,"78,068","1,517","39,109","1,023,180","38,223 ",Europe,13,659,1,78,,"1,020"
177,178,New Zealand,"2,645",,26 ,,"2,601",,18,,529,5,"2,069,812","413,789","5,002,100 ",Australia/Oceania,"1,891","192,388",2,,,4
178,179,Monaco,"2,490",,32 ,,"2,428",,30,1,"63,065",810,"51,953","1,315,832","39,483 ",Europe,16,"1,234",1,,,760
179,180,Bermuda,"2,466",+4,32 ,,"2,250",+16,184,7,"39,724",515,"253,555","4,084,458","62,078 ",North America,25,"1,940",0,64,,"2,964"
180,181,Turks and Caicos,"2,404",,17 ,,"2,365",,22,2,"61,374",434,"65,926","1,683,074","39,170 ",North America,16,"2,304",1,,,562
181,182,Sao Tome and Principe,"2,324",,35 ,,"2,273",,16,,"10,437",157,"12,999","58,377","222,673 ",Africa,96,"6,362",17,,,72
182,183,Sint Maarten,"2,277",,27 ,,"2,221",,29,2,"52,590",624,"26,880","620,828","43,297 ",North America,19,"1,604",2,,,670
183,184,Liberia,"2,114",,85 ,,"1,962",,67,2,410,16,"97,875","18,968","5,160,130 ",Africa,"2,441","60,707",53,,,13
184,185,St. Vincent Grenadines,"1,932",,12 ,,"1,769",,151,2,"17,367",108,"46,829","420,950","111,246 ",North America,58,"9,271",2,,,"1,357"
185,186,Saint Martin,"1,773",,12 ,,"1,399",,362,7,"45,188",306,"27,588","703,130","39,236 ",North America,22,"3,270",1,,,"9,226"
186,187,Caribbean Netherlands,"1,591",,17 ,,"1,558",,16,,"60,188",643,"10,040","379,814","26,434 ",North America,17,"1,555",3,,,605
187,188,Isle of Man,"1,590",,29 ,,"1,555",,6,1,"18,613",339,"44,761","523,992","85,423 ",Europe,54,"2,946",2,,,70
188,189,Laos,"1,570",+72,2 ,,555,+42,"1,013",,213,0.3,"220,053","29,871","7,366,840 ",Asia,"4,692","3,683,420",33,10,,138
189,190,Taiwan,"1,475",+185,12 ,,"1,116",+9,347,,62,0.5,"571,259","23,948","23,854,195 ",Asia,"16,172","1,987,850",42,8,,15
190,191,Mauritius,"1,280",+5,17 ,,"1,131",+1,132,,"1,005",13,"358,675","281,623","1,273,600 ",Africa,995,"74,918",4,4,,104
191,192,Bhutan,"1,279",+3,1 ,,"1,154",+33,124,,"1,642",1,"742,221","952,832","778,963 ",Asia,609,"778,963",1,4,,159
192,193,Antigua and Barbuda,"1,240",,32 ,,"1,179",,29,4,"12,572",324,"16,700","169,318","98,631 ",North America,80,"3,082",6,,,294
193,194,St. Barth,974,,1 ,,462,,511,,"98,354",101,"26,385","2,664,344","9,903 ",North America,10,"9,903",0,,,"51,601"
194,196,Faeroe Islands,670,+1,1 ,,663,,6,,"13,667",20,"259,493","5,293,183","49,024 ",Europe,73,"49,024",0,20,,122
195,197,Cayman Islands,565,,2 ,,547,,16,,"8,510",30,"93,583","1,409,595","66,390 ",North America,118,"33,195",1,,,241
196,198,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,197,893 ",Africa,"120,232","2,914,185",,,,5
197,199,Wallis and Futuna,445,,7 ,,44,,394,1,"40,210",633,"17,264","1,559,953","11,067 ",Australia/Oceania,25,"1,581",1,,,"35,601"
198,200,Brunei ,232,,3 ,,220,,9,,526,7,"123,068","278,998","441,107 ",Asia,"1,901","147,036",4,,,20
199,201,British Virgin Islands,219,,1 ,,193,,25,,"7,203",33,"39,777","1,308,239","30,405 ",North America,139,"30,405",1,,,822
200,202,Dominica,178,, ,,176,,2,,"2,467",,"15,844","219,625","72,141 ",North America,405,,5,,,28
201,203,Fiji,166,,4 ,,109,,53,,184,4,"70,792","78,477","902,075 ",Australia/Oceania,"5,434","225,519",13,,,59
202,205,New Caledonia,124,, ,,58,,66,,431,,"31,166","108,262","287,875 ",Australia/Oceania,"2,322",,9,,,229
203,206,Anguilla,109,, ,,95,+6,14,,"7,209",,"21,728","1,437,132","15,119 ",North America,139,,1,,,926
204,211,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,,,"14,944"
205,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,991 ",Africa,"60,999","609,991",,,,2
206,219,Samoa,3,, ,,2,,1,,15,,,,"199,557 ",Australia/Oceania,"66,519",,,,,5
207,222,China,"90,829",+14,"4,636 ",,"85,914",+20,279,1,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,847","310,467",9,0.01,,0.2
208,142,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,722,338 ",Asia,731,"108,026",,,,
209,195,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
210,204,Grenada,161,,1 ,,160,,0,,"1,425",9,"28,684","253,897","112,975 ",North America,702,"112,975",4,,,
211,213,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,313","262,863","4,995 ",North America,250,"4,995",4,,,
212,216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
213,217,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,405","313,331 ",Australia/Oceania,"78,333","313,331",14,,,
214,207,Falkland Islands,63,, ,,63,,0,,"17,662",,"7,258","2,034,763","3,567 ",South America,57,,0,,,
215,208,Macao,49,, ,,49,,0,,75,,"4,483","6,824","656,990 ",Asia,"13,408",,147,,,
216,209,Saint Kitts and Nevis,45,, ,,45,+1,0,,841,,"14,008","261,709","53,525 ",North America,"1,189",,4,,,
217,210,Greenland,31,, ,,31,,0,,545,,"20,669","363,539","56,855 ",North America,"1,834",,3,,,
218,212,Saint Pierre Miquelon,25,, ,,25,,0,,"4,334",,"5,318","921,824","5,769 ",North America,231,,1,,,
219,214,Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,416","701,396 ",Australia/Oceania,"35,070",,156,,,
220,218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,536 ",Australia/Oceania,"14,884",,,,,
221,220,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
222,221,Micronesia,1,, ,,1,,0,,9,,,,"116,067 ",Australia/Oceania,"116,067",,,,,
