,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
163,164,San Marino,"5,083",,90 ,,"4,968",,25,4,"149,535","2,648","63,241","1,860,467","33,992 ",Europe,7,378,1,,,735
164,165,Chad,"4,888",,172 ,,"4,661",,55,,290,10,"115,822","6,883","16,827,427 ",Africa,"3,443","97,834",145,,,3
165,166,Saint Lucia,"4,700",,75 ,,"4,473",,152,1,"25,495",407,"42,151","228,649","184,348 ",North America,39,"2,458",4,,,825
166,167,Gibraltar,"4,286",,94 ,,"4,189",,3,,"127,249","2,791","240,870","7,151,297","33,682 ",Europe,8,358,0,,,89
167,168,Burundi,"4,208",,6 ,,773,,"3,429",,345,0.5,"279,132","22,894","12,192,376 ",Africa,"2,897","2,032,063",44,,,281
168,169,Sierra Leone,"4,089",,79 ,,"3,093",,917,,504,10,"153,257","18,884","8,115,616 ",Africa,"1,985","102,729",53,,,113
169,170,Channel Islands,"4,057",,86 ,,"3,956",,15,,"23,151",491,"454,413","2,593,119","175,238 ",Europe,43,"2,038",0,,,86
170,171,Barbados,"3,950",,45 ,,"3,870",,35,,"13,731",156,"159,886","555,781","287,678 ",North America,73,"6,393",2,,,122
171,172,Comoros,"3,860",,146 ,,"3,688",,26,,"4,359",165,,,"885,426 ",Africa,229,"6,065",,,,29
172,173,Eritrea,"3,818",,12 ,,"3,627",,179,,"1,064",3,"23,693","6,603","3,588,465 ",Africa,940,"299,039",151,,,50
173,174,Guinea-Bissau,"3,741",,67 ,,"3,400",,274,9,"1,863",33,"64,758","32,255","2,007,704 ",Africa,537,"29,966",31,,,136
174,175,Timor-Leste,"3,626",+133,5 ,,"1,894",+125,"1,727",,"2,706",4,"84,361","62,960","1,339,916 ",Asia,370,"267,983",16,99,,"1,289"
175,176,Vietnam,"3,623",+86,35 ,,"2,636",+18,952,,37,0.4,"2,958,119","30,157","98,090,024 ",Asia,"27,074","2,802,572",33,0.9,,10
176,177,Liechtenstein,"2,978",+3,58 ,,"2,887",,33,3,"77,913","1,517","39,109","1,023,207","38,222 ",Europe,13,659,1,78,,863
177,178,New Zealand,"2,643",,26 ,,"2,591",,26,,528,5,"2,059,727","411,772","5,002,100 ",Australia/Oceania,"1,893","192,388",2,,,5
178,179,Monaco,"2,486",,32 ,,"2,423",,31,1,"62,967",811,"51,953","1,315,899","39,481 ",Europe,16,"1,234",1,,,785
179,180,Bermuda,"2,455",,31 ,,"2,182",,242,14,"39,546",499,"250,225","4,030,686","62,080 ",North America,25,"2,003",0,,,"3,898"
180,181,Turks and Caicos,"2,404",,17 ,,"2,365",,22,2,"61,380",434,"65,926","1,683,246","39,166 ",North America,16,"2,304",1,,,562
181,182,Sao Tome and Principe,"2,320",,35 ,,"2,269",,16,,"10,420",157,"12,999","58,386","222,639 ",Africa,96,"6,361",17,,,72
182,183,Sint Maarten,"2,268",,27 ,,"2,208",,33,2,"52,387",624,"26,880","620,886","43,293 ",North America,19,"1,603",2,,,762
183,184,Liberia,"2,114",,85 ,,"1,962",,67,2,410,16,"97,875","18,971","5,159,153 ",Africa,"2,440","60,696",53,,,13
184,185,St. Vincent Grenadines,"1,926",+4,12 ,,"1,748",+7,166,2,"17,313",108,"46,562","418,561","111,243 ",North America,58,"9,270",2,36,,"1,492"
185,186,Saint Martin,"1,773",,12 ,,"1,399",,362,7,"45,195",306,"27,588","703,237","39,230 ",North America,22,"3,269",1,,,"9,228"
186,187,Isle of Man,"1,590",,29 ,,"1,552",+2,9,1,"18,614",339,"44,761","524,011","85,420 ",Europe,54,"2,946",2,,,105
187,188,Caribbean Netherlands,"1,583",,17 ,,"1,548",,18,,"59,890",643,"10,040","379,843","26,432 ",North America,17,"1,555",3,,,681
188,189,Laos,"1,417",+55,1 ,,328,+31,"1,088",,192,0.1,"208,030","28,242","7,365,974 ",Asia,"5,198","7,365,974",35,7,,148
189,190,Mauritius,"1,266",+10,17 ,,"1,128",+3,121,,994,13,"358,675","281,627","1,273,583 ",Africa,"1,006","74,917",4,8,,95
190,191,Bhutan,"1,257",+10,1 ,,"1,121",+20,135,,"1,614",1,"734,065","942,447","778,893 ",Asia,620,"778,893",1,13,,173
191,192,Antigua and Barbuda,"1,240",+2,32 ,,"1,179",+1,29,4,"12,573",324,"16,700","169,328","98,625 ",North America,80,"3,082",6,20,,294
192,193,Taiwan,"1,231",+21,12 ,,"1,097",+4,122,,52,0.5,"571,259","23,948","23,853,843 ",Asia,"19,378","1,987,820",42,0.9,,5
193,194,St. Barth,974,,1 ,,462,,511,,"98,354",101,"26,385","2,664,344","9,903 ",North America,10,"9,903",0,,,"51,601"
194,196,Faeroe Islands,669,,1 ,,663,+1,5,,"13,647",20,"258,096","5,264,794","49,023 ",Europe,73,"49,023",0,,,102
195,197,Cayman Islands,548,,2 ,,537,,9,,"8,255",30,"91,940","1,384,972","66,384 ",North America,121,"33,192",1,,,136
196,198,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,183,891 ",Africa,"120,204","2,913,519",,,,5
197,199,Wallis and Futuna,445,,7 ,,44,,394,1,"40,202",632,"17,264","1,559,671","11,069 ",Australia/Oceania,25,"1,581",1,,,"35,595"
198,200,Brunei ,230,,3 ,,218,,9,,521,7,"122,292","277,261","441,072 ",Asia,"1,918","147,024",4,,,20
199,201,British Virgin Islands,219,,1 ,,193,,25,,"7,203",33,"39,777","1,308,282","30,404 ",North America,139,"30,404",1,,,822
200,203,Fiji,161,+9,3 ,,106,+5,52,,178,3,"70,792","78,481","902,022 ",Australia/Oceania,"5,603","300,674",13,10,,58
201,205,New Caledonia,124,, ,,58,,66,,431,,"31,166","108,271","287,852 ",Australia/Oceania,"2,321",,9,,,229
202,206,Anguilla,109,, ,,89,,20,,"7,210",,"21,630","1,430,745","15,118 ",North America,139,,1,,,"1,323"
203,209,Saint Kitts and Nevis,45,, ,,44,,1,,841,,"13,691","255,801","53,522 ",North America,"1,189",,4,,,19
204,211,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,,,"14,944"
205,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,870 ",Africa,"60,987","609,870",,,,2
206,219,Samoa,3,, ,,2,,1,,15,,,,"199,546 ",Australia/Oceania,"66,515",,,,,5
207,222,China,"90,799",+16,"4,636 ",,"85,861",+16,302,,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,852","310,467",9,0.01,,0.2
208,140,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,720,578 ",Asia,730,"108,006",,,,
209,195,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
210,204,Grenada,161,+1,1 ,,160,+2,0,,"1,425",9,"28,684","253,906","112,971 ",North America,702,"112,971",4,9,,
211,213,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,313","262,863","4,995 ",North America,250,"4,995",4,,,
212,216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
213,217,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,419","313,272 ",Australia/Oceania,"78,318","313,272",14,,,
214,202,Dominica,175,, ,,175,,0,,"2,426",,"15,546","215,498","72,140 ",North America,412,,5,,,
215,207,Falkland Islands,63,, ,,63,,0,,"17,667",,"7,258","2,035,334","3,566 ",South America,57,,0,,,
216,208,Macao,49,, ,,49,,0,,75,,"4,483","6,824","656,918 ",Asia,"13,406",,147,,,
217,210,Greenland,31,, ,,31,,0,,545,,"20,669","363,539","56,855 ",North America,"1,834",,3,,,
218,212,Saint Pierre Miquelon,25,, ,,25,,0,,"4,333",,"5,318","921,664","5,770 ",North America,231,,1,,,
219,214,Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,417","701,257 ",Australia/Oceania,"35,063",,156,,,
220,218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,533 ",Australia/Oceania,"14,883",,,,,
221,220,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
222,221,Micronesia,1,, ,,1,,0,,9,,,,"116,057 ",Australia/Oceania,"116,057",,,,,
